id,user_Id,clip_id,gamesession_Id,game_name,event_name,created_at,join_at
556837470,1249525,134569779500,102821759.0,Other Games,,2023-06-01 19:24:17,2023-03-20 08:55:59
556869320,3840542,134617045055,103275309.0,Apex Legends,Single kill,2023-06-01 22:43:15,2023-03-30 07:40:46
556875102,3840542,134619258080,103275309.0,Apex Legends,,2023-06-01 23:07:15,2023-03-30 07:40:46
556880394,4792145,134625454550,103283487.0,Other Games,,2023-06-01 23:43:21,2023-03-27 11:07:56
556881668,4792145,134628545020,103283487.0,Other Games,,2023-06-01 23:56:40,2023-03-27 11:07:56
556909010,3266120,134655815700,101915176.0,Other Games,,2023-06-02 02:20:52,2023-03-23 15:26:00
556915184,4354177,134515176020,103096944.0,COD: Warzone3-2 & MW3-2,Multi kill,2023-06-02 02:57:16,2023-03-28 01:42:58
556915282,4792145,134662749845,103283487.0,Other Games,,2023-06-02 02:57:35,2023-03-27 11:07:56
556941154,4886306,134696853725,101874850.0,Other Games,,2023-06-02 05:12:24,2023-01-14 06:04:49
556945858,806281,134689337205,103144038.0,Other Games,,2023-06-02 05:35:15,2023-03-21 22:03:16
556951542,4250750,134695696740,102941703.0,Other Games,,2023-06-02 06:09:37,2023-03-23 23:29:33
556951836,4250750,134701194360,102941703.0,Other Games,,2023-06-02 06:10:43,2023-03-23 23:29:33
556952326,4250750,134712880685,102941703.0,Other Games,,2023-06-02 06:12:54,2023-03-23 23:29:33
556976924,4840056,134760782970,103534514.0,Other Games,Moment,2023-06-02 09:15:23,2023-04-03 17:03:29
556977218,4840056,134760612140,103534514.0,Other Games,Moment,2023-06-02 09:17:40,2023-04-03 17:03:29
556993682,760652,134792293340,103539778.0,Fortnite,,2023-06-02 11:52:54,2023-03-19 02:21:03
556995152,760652,134789730890,103539778.0,Fortnite,,2023-06-02 12:02:14,2023-03-19 02:21:03
556995250,760652,134790429740,103539778.0,Fortnite,,2023-06-02 12:02:42,2023-03-19 02:21:03
556995544,760652,134791167415,103539778.0,Fortnite,,2023-06-02 12:03:06,2023-03-19 02:21:03
556995642,3061560,134807683570,103615777.0,League of Legends,,2023-06-02 12:03:52,2023-03-21 23:08:38
556995936,760652,134809756825,103539778.0,Fortnite,,2023-06-02 12:04:11,2023-03-19 02:21:03
556996132,760652,134809057975,103539778.0,Fortnite,,2023-06-02 12:05:14,2023-03-19 02:21:03
556996328,806281,134804608630,102642924.0,battlefield2042,,2023-06-02 12:07:07,2023-03-21 22:03:16
556996720,3061560,134812156210,103615777.0,League of Legends,,2023-06-02 12:08:03,2023-03-21 23:08:38
557007794,806281,134861106770,102359138.0,battlefield2042,,2023-06-02 14:23:59,2023-03-21 22:03:16
557013674,806281,134874610105,102359138.0,battlefield2042,,2023-06-02 15:22:01,2023-03-21 22:03:16
557018476,1892526,134688428700,102732412.0,Other Games,,2023-06-02 16:59:25,2023-04-08 21:22:49
557022690,3996134,134899287275,103765002.0,Other Games,Moment,2023-06-02 18:41:35,2023-05-01 06:25:45
557051796,626891,134919235560,102596394.0,Counter Strike2,,2023-06-02 22:07:32,2023-03-27 21:19:43
557119612,2988582,135001140780,102874869.0,World of Warcraft,,2023-06-03 05:49:25,2023-03-14 18:11:56
557129314,4865552,134964334680,103866193.0,Other Games,Moment,2023-06-03 08:03:23,2023-04-24 11:38:25
557130392,806281,135037116025,98289878.0,Other Games,,2023-06-03 08:20:13,2023-03-21 22:03:16
557136174,806281,135051481275,98289878.0,Other Games,,2023-06-03 09:05:53,2023-03-21 22:03:16
557138232,2036521,135056116980,103232586.0,Other Games,,2023-06-03 09:27:35,2023-02-21 08:14:44
557147738,3288765,135089211410,104080513.0,SMITE,,2023-06-03 11:39:03,2023-04-29 22:48:28
557170376,1377766,134873321115,103361789.0,Other Games,,2023-06-03 16:11:06,2023-03-27 16:23:30
557183312,2975786,135162008285,103004965.0,SMITE,,2023-06-03 18:43:15,2023-04-04 08:12:27
557185468,2646193,135201128355,103807443.0,SMITE,,2023-06-03 19:01:30,2023-05-01 22:20:31
557185566,2646193,135201935915,103807443.0,SMITE,,2023-06-03 19:01:31,2023-05-01 22:20:31
557187526,4953138,135043817220,104008321.0,COD: Warzone3-2 & MW3-2,Double kill,2023-06-03 19:17:10,2023-01-20 10:47:06
557187722,4953138,135045028560,104008321.0,COD: Warzone3-2 & MW3-2,Multi kill,2023-06-03 19:18:06,2023-01-20 10:47:06
557195954,1897458,135072726315,104040516.0,SMITE,Kills,2023-06-03 20:22:02,2023-01-04 19:21:22
557203304,2658256,135216347755,97195624.0,Other Games,,2023-06-03 21:22:47,2023-03-04 03:49:25
557203402,2658256,135216782595,97195624.0,Other Games,,2023-06-03 21:22:49,2023-03-04 03:49:25
557203598,2658256,130905949665,97681792.0,Other Games,Moment,2023-06-03 21:27:19,2023-03-04 03:49:25
557204088,2658256,135217341675,97681792.0,Other Games,,2023-06-03 21:32:59,2023-03-04 03:49:25
557204872,3288765,135217287320,104080607.0,SMITE,,2023-06-03 21:35:02,2023-04-29 22:48:28
557209478,2658256,135218537485,98142016.0,Other Games,,2023-06-03 21:44:55,2023-03-04 03:49:25
557212124,4354177,135196407235,104140391.0,COD: Warzone3-2 & MW3-2,Double kill,2023-06-03 22:00:36,2023-03-28 01:42:58
557212908,4354177,135221200880,104140391.0,COD: Warzone3-2 & MW3-2,,2023-06-03 22:04:20,2023-03-28 01:42:58
557219278,276098,135220362260,100193378.0,SMITE,,2023-06-03 22:25:50,2022-12-17 22:52:20
557219670,3594860,134940449540,103450478.0,Other Games,Moment,2023-06-03 22:27:39,2023-02-10 09:55:27
557221630,3594860,135224252525,103450478.0,Other Games,,2023-06-03 22:36:37,2023-02-10 09:55:27
557230254,1276528,135021135655,103942662.0,Apex Legends,Champion,2023-06-03 23:29:18,2023-03-21 10:51:30
557230352,1276528,135022471235,103942662.0,Apex Legends,Best k minutes,2023-06-03 23:29:30,2023-03-21 10:51:30
557230646,1276528,135216774830,104292201.0,Apex Legends,Best k minutes,2023-06-03 23:30:12,2023-03-21 10:51:30
557232116,4792145,135232863910,104107914.0,Fortnite,,2023-06-03 23:38:41,2023-03-27 11:07:56
557244072,3166368,134344190720,101973832.0,Other Games,,2023-06-04 00:25:09,2022-12-16 01:09:46
557265044,3288765,135254147775,104080607.0,SMITE,,2023-06-04 01:51:10,2023-04-29 22:48:28
557280920,710891,135268683855,104135973.0,League of Legends,,2023-06-04 03:15:38,2023-03-25 20:49:26
557281214,710891,135262968815,104135973.0,League of Legends,,2023-06-04 03:16:17,2023-03-25 20:49:26
557291798,1373787,134988879845,103736896.0,SMITE,Kills,2023-06-04 04:25:26,2023-02-26 11:06:03
557292288,1373787,134989337980,103736896.0,SMITE,Kills,2023-06-04 04:27:07,2023-02-26 11:06:03
557292680,1373787,134989935885,103736896.0,SMITE,Kills,2023-06-04 04:29:33,2023-02-26 11:06:03
557298756,4182846,135293795865,104365192.0,COD: Warzone3-2 & MW3-2,,2023-06-04 05:12:34,2023-01-15 14:47:20
557299834,3840542,135295674995,104409701.0,Apex Legends,,2023-06-04 05:24:24,2023-03-30 07:40:46
557300520,4865552,134989741760,103866193.0,Other Games,,2023-06-04 05:26:35,2023-04-24 11:38:25
557308066,3420352,134959178720,102957918.0,Other Games,,2023-06-04 06:42:57,2023-03-21 22:15:53
557325412,2769632,135341403080,104497544.0,COD: Warzone3-2 & MW3-2,Killstreak,2023-06-04 09:09:33,2023-05-19 20:30:10
557352362,4792145,135371671050,104527953.0,Other Games,,2023-06-04 11:10:48,2023-03-27 11:07:56
557366474,11981,135411365730,97496283.0,Fall Guys,,2023-06-04 13:30:10,2023-02-05 00:38:25
557369414,710891,135415333645,104615702.0,League of Legends,,2023-06-04 13:52:00,2023-03-25 20:49:26
557369806,2291409,134363214970,102822276.0,Apex Legends,Single kill,2023-06-04 13:55:50,2022-12-07 11:00:04
557369904,2291409,134363323680,102822276.0,Apex Legends,Single kill,2023-06-04 13:56:02,2022-12-07 11:00:04
557372256,2291409,135328606360,104468874.0,Apex Legends,Double kill,2023-06-04 14:08:12,2022-12-07 11:00:04
557372648,2291409,135328730600,104468874.0,Apex Legends,Double kill,2023-06-04 14:09:08,2022-12-07 11:00:04
557373236,2291409,135330477725,104468874.0,Apex Legends,Single kill,2023-06-04 14:11:44,2022-12-07 11:00:04
557386270,1276528,135237336550,104324255.0,Apex Legends,Best k minutes,2023-06-04 16:04:01,2023-03-21 10:51:30
557392346,2373134,135451130295,103248002.0,SMITE,,2023-06-04 16:51:51,2023-04-01 00:53:50
557395482,1757680,135450617805,104571287.0,World of Warcraft,Multi kill,2023-06-04 17:30:20,2023-02-19 20:07:05
557396854,2646193,135200538215,103807443.0,SMITE,,2023-06-04 17:47:48,2023-05-01 22:20:31
557397246,2646193,135199319110,103807443.0,SMITE,,2023-06-04 17:48:50,2023-05-01 22:20:31
557404890,4953138,135366942165,104542993.0,COD: Warzone3-2 & MW3-2,Double kill,2023-06-04 19:32:22,2023-01-20 10:47:06
557404988,262859,135268497495,104366038.0,Fortnite,Multi-kill,2023-06-04 19:33:38,2023-04-19 14:47:04
557415866,3915484,135486950240,104647521.0,Apex Legends,,2023-06-04 20:56:38,2023-02-04 11:00:49
557415964,3915484,135486437750,104647521.0,Apex Legends,,2023-06-04 20:57:02,2023-02-04 11:00:49
557455556,1270056,135515626385,104562921.0,Other Games,,2023-06-05 00:42:58,2023-03-21 20:43:45
557455654,1270056,135515851570,104562921.0,Other Games,,2023-06-05 00:43:00,2023-03-21 20:43:45
557459770,109051,135514725645,104508448.0,COD: Warzone3-2 & MW3-2,,2023-06-05 01:04:52,2023-03-05 11:33:30
557482114,3153191,134570594825,103015305.0,Rocket League,Raid Boss,2023-06-05 02:57:27,2022-12-10 10:42:17
557482310,3153191,134570750125,103015305.0,Rocket League,Raid Boss,2023-06-05 02:58:27,2022-12-10 10:42:17
557484466,2746029,135544387945,104171458.0,Other Games,,2023-06-05 03:11:58,2023-04-04 01:04:25
557499558,1373787,135298850880,104140485.0,SMITE,Kills,2023-06-05 04:06:43,2023-02-26 11:06:03
557500832,1373787,135299052770,104140485.0,SMITE,Kills,2023-06-05 04:10:20,2023-02-26 11:06:03
557502498,1373787,135299177010,104140485.0,SMITE,Kills,2023-06-05 04:19:10,2023-02-26 11:06:03
557503086,1373787,135299262425,104140485.0,SMITE,Kills,2023-06-05 04:20:55,2023-02-26 11:06:03
557503282,1373787,135299347840,104140485.0,SMITE,Kills,2023-06-05 04:21:23,2023-02-26 11:06:03
557503478,1373787,135299417725,104140485.0,SMITE,Kills,2023-06-05 04:21:58,2023-02-26 11:06:03
557503674,1373787,135299503140,104140485.0,SMITE,Kills,2023-06-05 04:22:40,2023-02-26 11:06:03
557504556,1373787,135561168110,104140485.0,SMITE,,2023-06-05 04:28:00,2023-02-26 11:06:03
557505340,1373787,135299953510,104140485.0,SMITE,Kills,2023-06-05 04:30:57,2023-02-26 11:06:03
557505536,1373787,135300116575,104140485.0,SMITE,Kills,2023-06-05 04:32:01,2023-02-26 11:06:03
557512886,1343256,135575051930,104854885.0,Other Games,Moment,2023-06-05 05:17:46,2023-04-16 16:49:18
557512984,1343256,135575409120,104854885.0,Other Games,Moment,2023-06-05 05:17:48,2023-04-16 16:49:18
557513082,1343256,135575626540,104854885.0,Other Games,Moment,2023-06-05 05:17:54,2023-04-16 16:49:18
557513180,1343256,135575921610,104854885.0,Other Games,Moment,2023-06-05 05:17:58,2023-04-16 16:49:18
557513278,1343256,135576146795,104854885.0,Other Games,Moment,2023-06-05 05:18:03,2023-04-16 16:49:18
557513376,1343256,135576418570,104854885.0,Other Games,Moment,2023-06-05 05:18:05,2023-04-16 16:49:18
557513572,1343256,135576286565,104854885.0,Other Games,Moment,2023-06-05 05:18:21,2023-04-16 16:49:18
557513670,4732124,135290946110,104402463.0,Other Games,Moment,2023-06-05 05:18:22,2023-01-07 16:35:39
557513866,1343256,135576674815,104854885.0,Other Games,Moment,2023-06-05 05:18:28,2023-04-16 16:49:18
557513964,1343256,135576938825,104854885.0,Other Games,Moment,2023-06-05 05:18:30,2023-04-16 16:49:18
557514160,4732124,135290340440,104402463.0,Other Games,Moment,2023-06-05 05:18:49,2023-01-07 16:35:39
557514356,1343256,135577218365,104854885.0,Other Games,Moment,2023-06-05 05:19:06,2023-04-16 16:49:18
557517296,4732124,135582529625,104402463.0,Other Games,,2023-06-05 05:31:39,2023-01-07 16:35:39
557542384,2769632,135585193020,104868092.0,COD: Warzone3-2 & MW3-2,Multi kill,2023-06-05 08:19:38,2023-05-19 20:30:10
557542776,2769632,135585457030,104868092.0,COD: Warzone3-2 & MW3-2,Round,2023-06-05 08:20:20,2023-05-19 20:30:10
557543658,2769632,135584742650,104868092.0,COD: Warzone3-2 & MW3-2,Killstreak,2023-06-05 08:21:13,2023-05-19 20:30:10
557548166,3288765,135621106145,104428595.0,SMITE,,2023-06-05 08:40:25,2023-04-29 22:48:28
557555908,1373787,135581636650,104628580.0,SMITE,Kills,2023-06-05 09:55:16,2023-02-26 11:06:03
557556104,1373787,135581791950,104628580.0,SMITE,Kills,2023-06-05 09:56:16,2023-02-26 11:06:03
557556594,1373787,135583306125,104628580.0,SMITE,Kills,2023-06-05 09:59:34,2023-02-26 11:06:03
557578546,2876479,135670274125,105003640.0,Fortnite,Double-elimination,2023-06-05 12:25:09,2023-04-15 21:41:12
557579134,2844164,135673131645,101594824.0,World of Warcraft,,2023-06-05 12:28:32,2023-03-10 23:27:14
557579232,2844164,135674552640,101594824.0,World of Warcraft,,2023-06-05 12:29:10,2023-03-10 23:27:14
557579330,2844164,135675709625,101594824.0,World of Warcraft,,2023-06-05 12:29:14,2023-03-10 23:27:14
557579526,2844164,135676439535,101594824.0,World of Warcraft,,2023-06-05 12:30:15,2023-03-10 23:27:14
557579624,2844164,135676843315,101594824.0,World of Warcraft,,2023-06-05 12:30:52,2023-03-10 23:27:14
557582466,2036521,135682868955,104711394.0,Other Games,,2023-06-05 12:59:25,2023-02-21 08:14:44
557601968,473703,135716398225,105075080.0,SMITE,,2023-06-05 16:29:44,2023-04-22 01:55:49
557613924,4761586,135732588250,104836649.0,Counter Strike2,,2023-06-05 18:26:30,2023-01-18 10:52:12
557623038,4992805,135739103085,104828894.0,Other Games,,2023-06-05 19:35:34,2023-04-29 11:19:36
557623626,150371,135740221245,103354457.0,Fortnite,,2023-06-05 19:52:52,2023-02-16 12:50:13
557641952,150371,135752140520,103354457.0,Fortnite,,2023-06-05 21:23:42,2023-02-16 12:50:13
557684386,109051,135585705510,104869502.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 00:33:13,2023-03-05 11:33:30
557684484,109051,135584696060,104869502.0,COD: Warzone3-2 & MW3-2,Round,2023-06-06 00:33:25,2023-03-05 11:33:30
557685072,109051,135461574220,104508448.0,COD: Warzone3-2 & MW3-2,Multi kill,2023-06-06 00:36:20,2023-03-05 11:33:30
557713492,224054,135110557395,104029095.0,Fall Guys,Best round,2023-06-06 02:33:38,2023-03-28 13:26:48
557713590,224054,135112188045,104029095.0,Fall Guys,AI nomination,2023-06-06 02:33:48,2023-03-28 13:26:48
557714276,224054,135110914585,104029095.0,Fall Guys,Best round,2023-06-06 02:36:46,2023-03-28 13:26:48
557716432,224054,135366258845,104537729.0,Other Games,Moment,2023-06-06 02:48:22,2023-03-28 13:26:48
557717314,224054,135550242755,104805394.0,Apex Legends,Double kill,2023-06-06 02:57:46,2023-03-28 13:26:48
557724762,2083021,134811457360,103594721.0,COD: Warzone3-2 & MW3-2,Round,2023-06-06 03:38:11,2023-02-23 15:47:48
557725056,2083021,134812575520,103594721.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 03:40:56,2023-02-23 15:47:48
557725154,2083021,134812404690,103594721.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 03:41:57,2023-02-23 15:47:48
557726722,2083021,135819292240,103594721.0,COD: Warzone3-2 & MW3-2,,2023-06-06 03:53:32,2023-02-23 15:47:48
557727114,2083021,135819618370,103594721.0,COD: Warzone3-2 & MW3-2,,2023-06-06 03:55:05,2023-02-23 15:47:48
557730250,3592984,134570214340,101947324.0,League of Legends,Kills,2023-06-06 04:16:04,2023-01-09 23:18:09
557731426,3592984,134570369640,101947324.0,League of Legends,Kills,2023-06-06 04:20:07,2023-01-09 23:18:09
557735934,4275782,135817801360,104050339.0,Other Games,,2023-06-06 04:37:41,2023-04-05 20:52:41
557736130,4275782,135816294950,104050339.0,Other Games,,2023-06-06 04:38:10,2023-04-05 20:52:41
557742500,4149902,135772011155,101599806.0,Other Games,,2023-06-06 05:03:55,2023-04-13 00:44:41
557744166,3061560,135842167930,104918664.0,League of Legends,,2023-06-06 05:08:24,2023-03-21 23:08:38
557763570,806281,135875736025,104768076.0,Other Games,,2023-06-06 07:07:57,2023-03-21 22:03:16
557767490,3224806,135874602335,105305286.0,SMITE,,2023-06-06 07:43:09,2023-05-19 18:09:54
557793950,3499210,135828703420,105237653.0,Fortnite,Victory,2023-06-06 11:43:07,2023-04-15 11:01:47
557794048,3499210,135828532590,105237653.0,Fortnite,Victory,2023-06-06 11:43:26,2023-04-15 11:01:47
557794146,3499210,135827740560,105237653.0,Fortnite,Double-elimination,2023-06-06 11:43:57,2023-04-15 11:01:47
557838344,4443658,136050013685,100016611.0,League of Legends,,2023-06-06 18:28:13,2023-04-03 03:19:56
557840696,4182846,135651280935,104801540.0,COD: Warzone3-2 & MW3-2,Team wiped,2023-06-06 18:54:43,2023-01-15 14:47:20
557842068,4182846,135651661420,104801540.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 18:56:27,2023-01-15 14:47:20
557842166,4182846,135651917665,104801540.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 18:57:27,2023-01-15 14:47:20
557842558,4182846,135652336975,104801540.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 18:57:54,2023-01-15 14:47:20
557842656,4182846,135652888290,104801540.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 18:58:25,2023-01-15 14:47:20
557843244,4182846,135856773895,105288366.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:03:14,2023-01-15 14:47:20
557843342,4182846,135856960255,105288366.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:03:22,2023-01-15 14:47:20
557843440,4182846,136054998815,104801540.0,COD: Warzone3-2 & MW3-2,,2023-06-06 19:06:07,2023-01-15 14:47:20
557844616,4182846,135265632210,104365192.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:12:22,2023-01-15 14:47:20
557844910,4182846,135265803040,104365192.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:13:45,2023-01-15 14:47:20
557845008,4182846,135265686565,104365192.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:14:17,2023-01-15 14:47:20
557845106,4182846,135265911750,104365192.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:14:48,2023-01-15 14:47:20
557845302,4182846,135299751620,103953096.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:15:57,2023-01-15 14:47:20
557845400,4182846,135299891390,103953096.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:16:03,2023-01-15 14:47:20
557845498,4182846,135300069985,103953096.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:16:10,2023-01-15 14:47:20
557845596,4182846,135300248580,103953096.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:16:17,2023-01-15 14:47:20
557845694,4182846,135300458235,103953096.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:16:24,2023-01-15 14:47:20
557845792,4182846,135300683420,103953096.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:16:31,2023-01-15 14:47:20
557845890,4182846,135300916370,103953096.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:16:42,2023-01-15 14:47:20
557846380,4182846,134956336730,103853973.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:17:49,2023-01-15 14:47:20
557846478,4182846,134956437675,103853973.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:17:56,2023-01-15 14:47:20
557846674,4182846,134956569680,103853973.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:18:02,2023-01-15 14:47:20
557846772,4182846,134956693920,103853973.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:18:07,2023-01-15 14:47:20
557846870,4182846,134956818160,103853973.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:18:18,2023-01-15 14:47:20
557846968,4182846,134956981225,103853973.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:18:25,2023-01-15 14:47:20
557847066,4182846,134957136525,103853973.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:18:33,2023-01-15 14:47:20
557847164,4182846,134957369475,103853973.0,COD: Warzone3-2 & MW3-2,Single kill,2023-06-06 19:18:38,2023-01-15 14:47:20
557860492,2646193,135200157730,103807443.0,SMITE,,2023-06-06 20:56:22,2023-05-01 22:20:31
557860590,2646193,135201625315,103807443.0,SMITE,,2023-06-06 20:56:25,2023-05-01 22:20:31
557861374,2646193,135199769480,103807443.0,SMITE,,2023-06-06 21:01:42,2023-05-01 22:20:31
557861766,2646193,135195747210,102699606.0,SMITE,,2023-06-06 21:05:04,2023-05-01 22:20:31
557861864,2646193,135195343430,102699606.0,SMITE,,2023-06-06 21:05:08,2023-05-01 22:20:31
557861962,2646193,135194939650,102699606.0,SMITE,,2023-06-06 21:05:11,2023-05-01 22:20:31
557862746,1373787,135857379565,105117944.0,SMITE,Kills,2023-06-06 21:10:22,2023-02-26 11:06:03
557863040,1373787,135857612515,105117944.0,SMITE,Kills,2023-06-06 21:12:18,2023-02-26 11:06:03
557863432,1373787,135857884290,105117944.0,SMITE,Kills,2023-06-06 21:14:21,2023-02-26 11:06:03
557867646,3224806,135897307195,105305239.0,SMITE,Kills,2023-06-06 21:45:50,2023-05-19 18:09:54
557867842,3224806,135897974985,105305239.0,SMITE,Single kill,2023-06-06 21:46:43,2023-05-19 18:09:54
557869018,3224806,135898394295,105305239.0,SMITE,Single kill,2023-06-06 21:51:03,2023-05-19 18:09:54
557869410,3224806,135889798440,105305333.0,SMITE,Kills,2023-06-06 21:52:33,2023-05-19 18:09:54
557869508,3224806,135889883855,105305333.0,SMITE,Kills,2023-06-06 21:52:43,2023-05-19 18:09:54
557869606,3224806,135889938210,105305333.0,SMITE,Kills,2023-06-06 21:53:44,2023-05-19 18:09:54
557869704,3224806,135890085745,105305333.0,SMITE,Kills,2023-06-06 21:54:08,2023-05-19 18:09:54
557869802,3224806,135890178925,105305333.0,SMITE,Kills,2023-06-06 21:54:46,2023-05-19 18:09:54
557869900,3224806,135890233280,105305333.0,SMITE,Kills,2023-06-06 21:55:24,2023-05-19 18:09:54
557869998,3224806,135891250495,105305333.0,SMITE,Single kill,2023-06-06 21:55:49,2023-05-19 18:09:54
557870390,3224806,135891304850,105305333.0,SMITE,Single kill,2023-06-06 21:56:31,2023-05-19 18:09:54
557870782,3224806,135891545565,105305333.0,SMITE,Single kill,2023-06-06 21:57:59,2023-05-19 18:09:54
557870880,3224806,135891607685,105305333.0,SMITE,Single kill,2023-06-06 21:58:22,2023-05-19 18:09:54
557870978,3224806,135891731925,105305333.0,SMITE,Single kill,2023-06-06 21:59:01,2023-05-19 18:09:54
557871174,3224806,135891064135,105305333.0,SMITE,Single kill,2023-06-06 22:01:37,2023-05-19 18:09:54
557871272,3224806,135891009780,105305333.0,SMITE,Single kill,2023-06-06 22:02:09,2023-05-19 18:09:54
557871762,3224806,135890450700,105305333.0,SMITE,Single kill,2023-06-06 22:05:07,2023-05-19 18:09:54
557915176,3674644,136109943955,105682978.0,Rocket League,,2023-06-07 01:51:04,2023-04-27 14:06:45
557916940,2239396,132233174525,98889645.0,Other Games,,2023-06-07 02:04:46,2023-01-17 15:23:19
557928210,2573209,136122678555,105707888.0,Other Games,Moment,2023-06-07 03:32:42,2023-02-27 17:16:31
557963294,4250750,136186662155,105412822.0,COD: Warzone3-2 & MW3-2,,2023-06-07 06:51:38,2023-03-23 23:29:33
557964274,4633215,136181180065,104989775.0,Other Games,,2023-06-07 07:00:50,2023-02-27 18:39:49
557964666,904940,136183098020,105798880.0,Apex Legends,Single kill,2023-06-07 07:05:53,2023-05-09 21:05:10
557971526,4275782,135812350330,104999786.0,Other Games,,2023-06-07 07:36:17,2023-04-05 20:52:41
557971624,4275782,135813616025,104999786.0,Other Games,,2023-06-07 07:36:36,2023-04-05 20:52:41
557974270,2769632,136112622880,104511174.0,COD: Warzone3-2 & MW3-2,Round,2023-06-07 07:51:02,2023-05-19 20:30:10
557974466,2769632,136112498640,104511174.0,COD: Warzone3-2 & MW3-2,Killstreak,2023-06-07 07:51:47,2023-05-19 20:30:10
557974956,2769632,136114005050,104511174.0,COD: Warzone3-2 & MW3-2,Team wiped,2023-06-07 07:53:22,2023-05-19 20:30:10
557983188,1635788,136206439610,105838595.0,SMITE,Single kill,2023-06-07 08:22:09,2023-05-18 11:15:08
557997496,3636198,136241226810,105879109.0,Fortnite,,2023-06-07 10:06:54,2023-04-25 21:03:16
558006414,1875583,136262083600,105567358.0,Fortnite,,2023-06-07 11:04:18,2022-12-29 12:35:30
